Country,Edition,Fixed-line broadband subscribers,Mobile subscribers,Gender gap in internet access,Gender gap in mobile phone access,Average mobile latency,Bandwidth capacity,Internet exchange points,Urban electricity access,Rural electricity access,Smartphone cost (handset),"Average revenue per user (ARPU, annualized)",e-Entertainment usage,Nominal GDP,Population,Urban population,GNI per capita,GINI coefficient,Population under the poverty line,Total electricity access,Percentage of schools with Internet access,Global Peace Index,Democracy Index,Internet users (population),Offline population,Internet access gender gap,Mobile phone access gender gap,Internet users (percent of population),Male internet users,Female internet users,Male mobile phone subscribers,Female mobile phone subscribers,Total fixed line broadband subscribers,Year,Income Class,Mobile subscribers (Percentage),Offline population (Percentage)
Morocco,E3,3.88,123.4,36.8,16.7,43.44,49992.0,0.28,100.0,97.4,39.9,56.5,80.0,118.1,36.0,61.9,2880,39.5,0.2,100.0,89.1,2.0,4.9,21.98,13.61,21.0,15.0,61.8,57.0,36.0,90.0,75.0,1378867,2019,Lower-Middle Income,3.427777777777778,37.80555555555555
Morocco,E4,4.31,124.2,19.7,8.8,40.75,64601.0,0.28,100.0,98.0,39.9,58.1,96.0,119.7,36.5,62.5,3090,39.5,0.2,100.0,89.1,2.1,5.0,23.35,12.68,12.0,8.0,64.8,61.0,49.0,91.0,83.0,1552599,2020,Lower-Middle Income,3.4027397260273973,34.73972602739726
Morocco,E5,4.8,128.0,20.0,6.7,33.35,72625.0,0.55,100.0,99.6,52.1,56.0,96.0,114.1,36.9,63.0,3190,39.5,0.2,100.0,87.8,2.1,5.1,27.13,9.35,13.0,6.0,74.4,65.0,52.0,90.0,84.0,1751341,2021,Lower-Middle Income,3.4688346883468837,25.338753387533874
Mozambique,E1,0.16,74.5,,,164.0,1523.0,0.36,66.3,26.5,36.6,39.5,,11.9,27.8,34.4,640,54.0,27.9,27.72,26.8,2.0,4.6,4.58,22.46,,,16.9,,,57.0,46.0,42570,2017,Low Income,2.6798561151079134,80.79136690647482
Mozambique,E2,0.17,54.0,39.9,19.3,114.54,1221.0,0.35,57.45,14.74,34.4,39.6,82.0,13.2,28.6,34.9,530,54.0,27.9,29.27,26.8,2.0,4.0,4.88,22.95,9.9,10.8,17.5,28.1,18.2,57.0,46.0,46599,2018,Low Income,1.8881118881118881,80.24475524475524
Mozambique,E3,0.22,41.5,44.4,5.1,75.06,7917.0,0.34,56.88,12.2,15.4,40.4,76.0,14.7,29.5,35.5,470,54.0,27.9,31.1,10.8,2.1,4.0,5.95,22.7,8.0,3.0,20.8,18.0,10.0,59.0,56.0,61641,2019,Low Income,1.4067796610169492,76.94915254237287
Mozambique,E4,0.24,47.7,0.0,10.4,65.09,7917.0,0.34,57.0,13.3,12.9,39.7,88.0,15.0,30.4,36.0,460,54.0,27.9,31.1,10.8,2.2,3.9,5.95,22.7,0.0,7.0,20.8,21.0,21.0,67.0,60.0,70142,2020,Low Income,1.5690789473684212,74.67105263157895
Mozambique,E5,0.23,48.7,36.7,18.3,50.04,7917.0,0.0,57.0,22.1,18.4,39.2,84.0,13.6,31.3,36.5,480,54.0,27.9,31.1,10.8,2.1,3.7,5.95,22.7,11.0,13.0,20.8,30.0,19.0,71.0,58.0,70142,2021,Low Income,1.5559105431309905,72.52396166134186
Myanmar,E1,0.06,77.8,,,133.0,5361.0,0.0,59.5,18.3,13.0,158.1,,64.6,53.0,29.9,1260,30.0,0.3,55.6,45.2,2.3,4.1,11.45,41.24,,,21.7,,,72.0,71.0,32921,2017,Lower-Middle Income,1.4679245283018867,77.81132075471699
Myanmar,E2,0.17,95.4,24.4,4.1,89.23,6200.0,0.0,78.5,43.45,30.5,154.7,96.0,67.1,53.4,30.1,1280,30.7,1.5,69.81,45.2,2.2,4.2,13.3,39.74,10.0,3.0,25.1,41.0,31.0,74.0,71.0,89686,2018,Lower-Middle Income,1.7865168539325844,74.41947565543072
Myanmar,E3,0.21,89.8,23.8,7.8,65.83,8938.0,0.19,78.54,45.62,33.7,153.1,86.5,72.7,53.7,30.3,1290,30.7,1.5,66.26,5.0,2.3,3.8,12.61,40.77,10.0,6.0,23.6,42.0,32.0,77.0,71.0,111567,2019,Lower-Middle Income,1.6722532588454375,75.92178770949721
Myanmar,E4,0.24,113.8,21.3,6.1,42.3,8938.0,0.19,82.1,25.8,38.6,144.1,100.0,84.5,54.0,30.6,1370,30.7,0.3,66.26,5.0,2.4,3.8,12.61,40.77,10.0,5.0,23.6,47.0,37.0,82.0,77.0,129050,2020,Lower-Middle Income,2.107407407407407,75.5
Myanmar,E5,0.24,113.8,33.9,10.8,36.57,8938.0,0.19,76.1,39.1,37.8,141.3,94.0,92.9,54.4,30.9,1390,30.7,0.3,66.26,5.9,2.4,3.6,12.61,40.77,21.0,9.0,23.6,62.0,41.0,83.0,74.0,129050,2021,Lower-Middle Income,2.0919117647058822,74.94485294117648
Namibia,E1,3.04,110.1,,,74.0,6755.0,0.0,50.4,17.0,52.3,39.5,,10.7,2.4,46.9,5290,59.1,6.6,49.7,20.2,2.2,6.3,0.59,1.72,,,25.7,,,64.3,55.1,70408,2017,Upper-Middle Income,45.875,71.66666666666667
Namibia,E2,2.73,112.8,39.9,16.2,54.6,6719.0,4.03,78.0,34.0,52.3,39.6,86.0,12.7,2.4,48.0,4700,59.1,4.6,52.5,21.7,1.8,6.3,0.73,1.63,9.9,10.8,31.0,28.1,18.2,70.0,59.2,64343,2018,Upper-Middle Income,47.0,67.91666666666667
Namibia,E3,2.74,111.6,13.0,-3.7,43.06,13490.0,3.95,78.0,34.0,52.3,40.4,84.9,13.5,2.4,49.0,4610,59.1,4.6,53.87,30.8,1.8,6.3,0.88,1.52,7.0,-3.0,36.8,54.0,47.0,81.0,84.0,65779,2019,Upper-Middle Income,46.5,63.33333333333334
Namibia,E4,2.53,112.7,14.1,-2.4,42.24,13490.0,3.88,77.8,35.0,52.3,39.7,92.0,12.4,2.5,50.0,4900,59.1,4.6,53.87,30.8,1.9,6.3,0.88,1.52,9.0,-2.0,36.8,64.0,55.0,82.0,84.0,61968,2020,Upper-Middle Income,45.08,60.8
Namibia,E5,2.54,113.2,-2.0,-3.6,38.08,13490.0,0.0,78.1,35.8,43.2,39.2,84.0,10.6,2.5,51.0,5060,59.1,4.6,53.87,30.8,1.9,6.4,0.88,1.52,-1.0,-3.0,36.8,49.0,50.0,84.0,87.0,63314,2021,Upper-Middle Income,45.28,60.8
Nepal,E1,1.12,101.9,,,106.0,3369.0,0.35,97.0,71.8,2.4,158.1,,21.3,27.3,18.6,780,32.8,3.1,90.7,6.5,2.0,4.8,4.75,22.27,,,17.6,,,71.0,66.0,302705,2017,Low Income,3.7326007326007327,81.57509157509158
Nepal,E2,0.82,117.8,56.8,10.1,53.07,12668.0,0.35,97.0,71.68,20.5,154.7,92.0,25.1,27.6,18.9,770,32.8,3.1,92.41,6.5,2.1,4.9,5.37,21.89,21.0,8.0,19.7,37.0,16.0,79.0,71.0,224184,2018,Low Income,4.268115942028985,79.31159420289855
Nepal,E3,1.82,130.6,48.5,12.3,53.38,20966.0,0.34,98.92,88.73,0.7,153.1,76.4,29.2,28.1,19.3,860,32.8,3.1,93.92,6.5,2.1,5.2,5.91,21.72,16.0,9.0,21.4,33.0,17.0,73.0,64.0,503206,2019,Low Income,4.647686832740213,77.29537366548041
Nepal,E4,2.82,139.4,31.6,8.4,49.54,20966.0,0.36,94.1,94.5,23.9,144.1,76.4,30.7,28.6,19.7,970,32.8,3.1,93.92,6.5,2.0,5.2,5.91,21.72,12.0,7.0,21.4,38.0,26.0,83.0,76.0,791961,2020,Low Income,4.874125874125874,75.94405594405593
Nepal,E5,2.82,139.4,37.1,4.8,37.34,20966.0,0.35,93.6,93.3,16.8,141.3,94.1,34.1,29.1,20.2,1090,32.8,3.1,93.92,6.5,2.0,5.3,5.91,21.72,13.0,4.0,21.4,35.0,22.0,83.0,79.0,791961,2021,Lower-Middle Income,4.790378006872852,74.63917525773195
Netherlands,E1,41.5,122.9,,,121.0,109418.0,4.14,100.0,100.0,64.0,355.2,,783.8,17.0,90.2,49810,28.2,0.0,100.0,99.2,1.5,8.9,15.5,1.4,,,91.7,,,87.0,87.0,7029097,2017,High Income,7.229411764705882,8.235294117647058
Netherlands,E2,42.53,123.0,3.2,4.4,35.42,117241.0,4.71,100.0,100.0,62.9,339.7,80.0,834.3,17.1,90.6,46900,28.5,0.0,100.0,99.2,1.5,8.8,15.35,1.63,3.0,4.0,90.4,94.0,91.0,90.0,86.0,7222770,2018,High Income,7.19298245614035,9.532163742690058
Netherlands,E3,42.83,120.6,7.2,5.4,32.1,119772.0,5.85,100.0,100.0,63.1,303.4,76.0,914.9,17.2,91.1,47140,28.5,0.0,100.0,100.0,1.6,8.9,15.92,1.16,7.0,5.0,93.2,97.0,90.0,92.0,87.0,7289580,2019,High Income,7.011627906976744,6.7441860465116275
Netherlands,E4,43.42,123.7,3.2,4.4,33.02,119772.0,6.98,100.0,100.0,68.3,255.2,92.0,907.1,17.3,91.5,51310,28.5,0.1,100.0,100.0,1.5,8.9,15.9,1.28,3.0,4.0,92.6,95.0,92.0,91.0,87.0,7406700,2020,High Income,7.1502890173410405,7.398843930635839
Netherlands,E5,43.63,127.3,4.2,3.1,30.52,119772.0,5.79,100.0,100.0,76.4,249.9,72.0,879.6,17.3,91.9,53200,28.5,0.1,100.0,100.0,1.5,9.0,16.1,1.16,4.0,3.0,93.3,96.0,92.0,96.0,93.0,7459000,2021,High Income,7.358381502890173,6.705202312138728
New Zealand,E1,31.44,121.4,,,57.0,63374.0,8.7,99.99,100.0,86.0,239.6,,185.4,4.7,86.3,40560,36.2,0.3,100.0,63.1,2.0,9.3,4.06,0.54,,,88.2,,,91.0,91.0,1450900,2017,High Income,25.829787234042552,11.48936170212766
New Zealand,E2,32.85,130.9,-2.2,-6.7,48.13,94613.0,8.53,100.0,100.0,87.9,238.2,,202.8,4.8,86.4,39390,36.2,0.5,100.0,65.6,2.0,9.3,4.15,0.54,-2.0,-6.0,88.5,93.0,95.0,89.0,95.0,1530500,2018,High Income,27.270833333333336,11.250000000000002
New Zealand,E3,33.67,136.1,-1.1,-5.6,44.84,166278.0,8.37,100.0,100.0,84.0,238.1,,206.4,4.9,86.5,38170,36.2,0.5,100.0,67.6,2.0,9.3,4.34,0.44,-1.0,-5.0,90.8,93.0,94.0,89.0,94.0,1583000,2019,High Income,27.77551020408163,8.979591836734693
New Zealand,E4,34.72,134.9,1.1,-1.1,44.14,166278.0,8.23,100.0,100.0,80.8,233.4,98.0,205.2,4.9,86.5,41100,36.2,0.2,100.0,92.2,1.2,9.3,4.34,0.44,1.0,-1.0,90.8,93.0,92.0,92.0,93.0,1647000,2020,High Income,27.53061224489796,8.979591836734693
New Zealand,E5,34.72,134.9,2.1,2.1,39.94,166278.0,14.19,100.0,100.0,93.8,237.7,80.0,195.3,5.0,86.6,42670,36.2,0.3,100.0,92.2,1.2,9.3,4.34,0.44,2.0,2.0,90.8,95.0,93.0,96.0,94.0,1647000,2021,High Income,26.98,8.799999999999999
Nicaragua,E1,1.87,116.7,,,91.0,23998.0,0.0,92.3,53.9,40.7,100.6,,13.3,6.3,57.9,1910,46.2,0.7,85.36,42.4,2.3,5.3,1.23,5.0,,,19.7,,,77.0,75.0,116308,2017,Lower-Middle Income,18.523809523809526,79.36507936507937
Nicaragua,E2,2.81,122.9,25.0,-3.9,62.2,29336.0,0.0,96.1,69.68,38.1,96.6,,13.8,6.4,58.1,2000,46.2,0.7,86.8,51.2,2.2,4.8,1.55,4.75,10.0,-3.0,24.6,40.0,30.0,76.0,79.0,177024,2018,Lower-Middle Income,19.203125,74.21875
Nicaragua,E3,3.29,128.1,8.3,2.5,49.18,28105.0,0.0,96.56,80.83,38.6,98.0,,13.1,6.5,58.3,2080,46.2,0.7,88.08,53.1,2.1,4.7,1.78,4.61,4.0,2.0,27.9,48.0,44.0,81.0,79.0,210124,2019,Lower-Middle Income,19.707692307692305,70.92307692307693
Nicaragua,E4,2.98,115.1,14.0,-2.9,38.0,28105.0,0.0,100.0,95.3,28.4,93.4,92.0,12.5,6.5,58.5,2020,46.2,0.7,88.08,27.8,2.3,3.6,1.78,4.61,7.0,-2.0,27.9,50.0,43.0,70.0,72.0,192413,2020,Lower-Middle Income,17.707692307692305,70.92307692307693
Nicaragua,E5,3.32,88.4,16.4,8.3,33.87,28105.0,0.0,100.0,92.3,34.0,91.5,90.0,12.0,6.6,58.8,1910,46.2,0.7,88.08,27.8,2.6,3.5,1.78,4.61,9.0,6.0,27.9,55.0,46.0,72.0,66.0,216618,2021,Lower-Middle Income,13.393939393939396,69.84848484848486
Niger,E1,0.14,44.8,,,142.5,6790.0,0.0,61.8,3.9,0.0,39.5,,7.6,20.8,16.2,520,34.3,13.5,17.49,5.2,2.2,3.9,0.5,19.51,,,2.5,,,51.0,35.0,27188,2017,Low Income,2.1538461538461537,93.79807692307692
Niger,E2,0.04,35.9,63.6,21.8,96.78,5823.0,0.0,54.34,0.37,0.0,39.6,84.2,8.1,21.6,16.3,500,34.3,13.5,18.18,5.2,2.2,4.0,0.9,19.89,7.0,12.0,4.3,11.0,4.0,55.0,43.0,7707,2018,Low Income,1.6620370370370368,92.08333333333333
Niger,E3,0.04,40.6,66.7,30.6,263.89,3350.0,0.0,68.17,1.28,0.0,40.4,78.0,9.3,22.4,16.4,490,34.3,13.5,17.6,4.6,2.4,3.8,2.21,19.39,6.0,19.0,10.2,9.0,3.0,62.0,43.0,8650,2019,Low Income,1.8125000000000002,86.56250000000001
Niger,E4,0.04,40.6,66.7,33.3,201.61,3350.0,0.0,71.5,1.4,0.0,39.7,78.0,9.1,23.3,16.4,540,34.3,13.5,17.6,6.7,2.4,3.8,1.18,21.26,14.0,22.0,5.3,21.0,7.0,66.0,44.0,8650,2020,Low Income,1.742489270386266,91.24463519313305
Niger,E5,0.04,40.6,40.0,33.3,221.89,3350.0,0.0,71.4,2.2,0.0,39.2,88.0,9.0,24.2,16.5,560,34.3,13.5,17.6,6.7,2.6,3.3,1.18,21.26,6.0,20.0,5.3,15.0,9.0,60.0,40.0,8650,2021,Low Income,1.6776859504132233,87.8512396694215
Nigeria,E1,0.01,83.3,,,197.0,751.0,0.05,55.0,36.5,36.1,27.6,,404.6,186.0,47.8,2880,43.0,21.8,59.3,26.0,2.9,4.6,65.21,115.93,,,36.0,,,92.0,82.0,15688,2017,Lower-Middle Income,0.44784946236559137,62.32795698924731
Nigeria,E2,0.06,83.0,37.8,13.1,120.25,3205.0,0.05,86.0,34.09,38.2,26.8,88.4,375.8,190.9,48.7,2470,43.0,21.8,54.4,26.0,2.8,4.5,47.74,138.22,14.0,11.0,25.7,37.0,23.0,84.0,73.0,107931,2018,Lower-Middle Income,0.43478260869565216,72.40440020953378
Nigeria,E3,0.06,75.9,45.7,21.5,92.94,12678.0,0.05,79.8,40.17,24.4,29.1,86.2,421.7,195.9,49.5,2100,43.0,21.8,56.5,18.0,2.9,4.4,14.26,176.62,16.0,17.0,7.5,35.0,19.0,79.0,62.0,110834,2019,Lower-Middle Income,0.3874425727411945,90.15824400204185
Nigeria,E4,0.04,88.2,22.0,14.5,69.15,12678.0,0.1,85.8,33.9,21.5,31.9,94.0,475.3,201.0,50.3,1970,43.0,21.8,56.5,18.0,2.8,4.4,14.26,176.62,9.0,12.0,7.5,41.0,32.0,83.0,71.0,73965,2020,Lower-Middle Income,0.43880597014925377,87.87064676616916
Nigeria,E5,0.04,91.9,33.3,16.0,56.85,12678.0,0.1,91.4,30.4,47.5,31.1,86.5,459.5,206.1,51.2,2030,43.0,21.8,56.5,18.0,2.9,4.1,14.26,176.62,11.0,12.0,7.5,33.0,22.0,75.0,63.0,73965,2021,Lower-Middle Income,0.44590004852013587,85.69626394953906
Oman,E1,5.47,155.8,,,68.0,58759.0,0.0,99.9,92.9,52.1,242.3,,65.5,4.4,81.4,17790,34.4,0.2,100.0,87.0,2.0,3.0,3.06,1.1,,,73.5,,,95.5,89.9,233234,2017,High Income,35.40909090909091,25.0
Oman,E2,6.35,153.3,6.7,4.9,54.5,57792.0,0.0,99.9,92.85,53.5,237.6,92.0,70.6,4.6,82.5,15810,34.4,0.1,100.0,87.0,2.0,3.0,3.39,1.02,4.8,4.5,76.8,72.1,67.3,94.1,89.5,284647,2018,High Income,33.32608695652174,22.17391304347826
Oman,E3,7.48,148.8,6.7,6.0,45.54,74087.0,0.0,99.9,92.85,45.9,226.0,76.0,79.8,4.6,83.6,14020,34.4,0.0,100.0,87.0,2.0,3.0,3.66,0.9,4.8,5.4,80.2,72.1,67.3,93.7,88.4,348926,2019,High Income,32.34782608695652,19.565217391304348
Oman,E4,9.17,140.0,6.7,4.7,35.34,74087.0,0.0,100.0,100.0,55.8,227.9,90.0,76.3,4.6,84.5,14160,34.4,0.5,100.0,87.0,2.0,3.0,3.66,0.9,4.8,0.5,80.2,72.1,67.3,93.1,88.5,422035,2020,High Income,30.434782608695656,19.565217391304348
Oman,E5,10.24,138.2,-6.8,-5.5,32.89,127851.0,0.0,99.9,91.8,67.9,232.6,72.0,63.5,4.4,85.4,15330,34.4,0.5,100.0,100.0,1.9,3.1,4.27,0.35,-6.2,-5.0,92.4,90.6,96.8,91.4,96.4,473070,2021,High Income,31.409090909090903,7.954545454545453
Pakistan,E1,0.9,63.1,,,107.0,14443.0,0.0,90.6,61.9,29.9,15.9,,278.6,203.6,36.0,1360,33.5,0.9,71.41,32.6,3.1,4.4,27.92,171.51,,,14.0,,,70.0,29.0,1793199,2017,Lower-Middle Income,0.3099214145383104,84.23870333988212
Pakistan,E2,0.81,67.0,86.7,68.6,68.82,19565.0,0.05,89.65,63.25,35.0,17.2,92.0,304.6,207.9,36.2,1420,33.5,0.5,70.79,32.6,3.1,4.3,25.22,178.41,26.0,59.0,12.4,30.0,4.0,86.0,27.0,1642805,2018,Lower-Middle Income,0.32227032227032226,85.81529581529581
Pakistan,E3,0.88,69.5,72.7,54.8,68.31,18909.0,0.05,89.64,64.4,36.4,16.7,87.5,314.6,212.2,36.4,1500,33.5,0.5,71.09,20.3,3.1,4.3,35.56,172.34,16.0,40.0,17.1,22.0,6.0,73.0,33.0,1829673,2019,Lower-Middle Income,0.3275212064090481,81.2158341187559
Pakistan,E4,0.85,72.6,70.6,68.2,51.14,18909.0,0.05,90.9,68.9,33.3,17.2,98.0,278.2,216.6,36.7,1590,33.5,0.5,71.09,20.3,3.0,4.2,35.56,172.34,24.0,58.0,17.1,34.0,10.0,85.0,27.0,1811365,2020,Lower-Middle Income,0.335180055401662,79.56602031394276
Pakistan,E5,0.81,76.4,64.7,51.2,41.95,71587.0,0.05,91.0,72.3,35.3,16.4,88.0,266.2,220.9,36.9,1530,33.5,0.5,71.09,20.3,3.0,4.2,36.97,179.6,22.0,44.0,17.1,34.0,12.0,86.0,42.0,1760870,2021,Lower-Middle Income,0.3458578542326845,81.3037573562698
Panama,E1,7.97,144.7,,,107.0,62990.0,0.0,97.9,78.0,78.0,100.6,,58.0,4.0,66.7,12200,50.4,1.1,96.77,42.4,2.3,7.2,2.03,1.94,,,51.2,,,85.0,85.0,316168,2017,Upper-Middle Income,36.175,48.5
Panama,E2,10.65,127.4,3.6,3.6,79.31,83027.0,0.0,100.0,81.57,75.8,96.6,,62.3,4.1,67.0,12780,49.9,0.5,100.0,51.2,2.2,7.1,2.18,1.86,2.0,3.0,54.0,55.0,53.0,84.0,81.0,429931,2018,High Income,31.07317073170732,45.365853658536594
Panama,E3,10.74,128.6,13.6,-5.3,72.45,82452.0,2.44,99.79,77.14,80.2,98.0,86.5,65.1,4.2,67.4,13750,49.2,0.5,100.0,58.9,1.8,7.1,2.46,1.64,8.0,-4.0,60.0,59.0,51.0,75.0,79.0,441163,2019,High Income,30.619047619047617,39.047619047619044
Panama,E4,12.93,137.0,-2.0,1.3,61.0,82452.0,0.0,100.0,77.1,70.0,93.4,86.5,66.3,4.2,67.7,14420,49.2,0.9,100.0,58.9,1.8,7.1,2.58,1.6,-1.0,1.0,61.8,50.0,51.0,76.0,75.0,540220,2020,High Income,32.61904761904762,38.095238095238095
Panama,E5,12.33,131.9,-5.2,0.0,40.62,82452.0,0.0,99.8,76.7,70.7,91.5,88.0,56.3,4.3,68.1,14950,49.2,0.5,100.0,58.9,1.9,7.1,2.7,1.54,-3.0,0.0,63.6,58.0,61.0,76.0,76.0,574463,2021,High Income,30.674418604651166,35.8139534883721
Papua New Guinea,E1,0.19,43.9,,,223.0,12646.0,0.0,74.35,27.48,31.2,39.5,,18.0,8.3,13.0,2910,41.9,14.8,49.4,20.2,2.2,6.0,0.64,7.47,,,7.9,,,86.4,80.4,15000,2017,Lower-Middle Income,5.289156626506023,89.99999999999999
Papua New Guinea,E2,0.21,45.7,17.3,9.0,137.73,48979.0,0.0,76.7,33.93,30.8,39.6,,19.7,8.4,13.0,2700,41.9,14.8,54.4,21.7,2.2,6.0,0.79,7.48,6.9,7.7,9.6,57.5,50.6,87.1,79.4,17000,2018,Lower-Middle Income,5.440476190476191,89.04761904761905
Papua New Guinea,E3,0.21,47.6,19.1,9.3,112.55,41973.0,0.0,79.3,44.91,32.3,40.4,,19.5,8.6,13.1,2570,41.9,14.8,58.97,19.2,2.2,6.0,0.95,7.49,7.1,7.6,11.2,56.6,49.5,85.7,78.1,18000,2019,Lower-Middle Income,5.534883720930233,87.09302325581396
Papua New Guinea,E4,0.21,47.6,15.0,9.0,105.33,41973.0,1.16,81.03,50.42,46.2,39.7,94.3,20.5,8.8,13.2,2570,41.9,14.8,58.97,18.4,2.1,6.0,0.95,7.49,6.7,16.2,11.2,60.8,54.1,88.4,80.4,18000,2020,Lower-Middle Income,5.409090909090909,85.11363636363636
Papua New Guinea,E5,0.21,47.6,14.8,7.8,80.94,41973.0,0.0,82.09,55.46,46.3,39.2,85.9,20.9,8.9,13.2,2780,41.9,14.8,58.97,18.4,2.2,6.0,0.95,7.49,6.7,6.7,11.2,65.4,58.7,88.8,82.2,18000,2021,Lower-Middle Income,5.348314606741573,84.15730337078652
Paraguay,E1,3.22,110.8,,,102.0,16822.0,1.51,99.8,97.8,41.6,83.0,,36.1,6.8,60.8,5620,47.9,0.6,98.4,42.4,2.3,6.3,3.33,3.36,,,49.7,,,77.0,81.0,215135,2017,Upper-Middle Income,16.294117647058822,49.411764705882355
Paraguay,E2,3.64,110.5,-1.9,3.7,76.81,21311.0,1.49,99.82,98.6,38.6,78.4,,38.9,6.9,61.0,5390,48.8,0.4,99.3,21.6,2.2,6.3,3.62,3.16,-1.0,3.0,53.4,53.0,54.0,82.0,79.0,246660,2018,Upper-Middle Income,16.014492753623188,45.79710144927536
Paraguay,E3,4.23,108.8,3.4,4.8,57.51,19074.0,1.47,100.0,97.42,85.9,82.6,,40.5,7.0,61.3,5390,46.2,0.3,100.0,21.6,2.1,6.3,4.2,2.67,2.0,4.0,61.1,59.0,57.0,84.0,80.0,290264,2019,Upper-Middle Income,15.542857142857143,38.14285714285714
Paraguay,E4,4.61,107.0,-1.6,0.0,49.36,19074.0,1.45,100.0,98.2,48.5,88.6,92.0,38.3,7.1,61.6,5620,46.2,0.2,100.0,21.6,2.1,6.2,4.52,2.44,-1.0,0.0,65.0,64.0,65.0,87.0,87.0,320700,2020,Upper-Middle Income,15.070422535211268,34.36619718309859
Paraguay,E5,5.36,110.2,5.7,1.1,45.33,19074.0,1.42,99.8,99.1,49.8,86.1,96.0,35.3,7.1,61.9,5510,46.2,0.4,100.0,21.6,2.0,6.2,4.83,2.22,4.0,1.0,68.5,70.0,66.0,87.0,86.0,320700,2021,Upper-Middle Income,15.521126760563382,31.26760563380282
Peru,E1,6.56,112.4,,,104.0,32044.0,0.32,96.0,70.2,75.2,89.9,,194.4,31.5,77.4,6340,43.6,1.0,94.2,49.1,2.1,6.6,12.73,18.43,,,40.9,,,80.0,72.0,1999459,2017,Upper-Middle Income,3.5682539682539685,58.507936507936506
Peru,E2,6.86,119.4,34.7,10.7,63.13,33987.0,0.32,96.68,89.2,73.1,86.7,90.0,214.2,31.8,77.5,6110,43.3,1.0,94.8,49.1,2.0,6.6,14.32,17.17,17.0,8.0,45.5,49.0,32.0,75.0,67.0,2120762,2018,Upper-Middle Income,3.7547169811320757,53.99371069182391
Peru,E3,7.35,123.8,25.0,10.8,46.23,34040.0,0.31,96.68,89.2,52.0,84.2,81.1,225.3,32.2,77.7,6060,42.8,0.9,95.2,37.1,2.0,6.5,16.06,15.77,14.0,9.0,50.5,56.0,42.0,83.0,74.0,2310217,2019,Upper-Middle Income,3.8447204968944093,48.9751552795031
Peru,E4,7.93,131.8,29.0,12.0,40.93,34040.0,0.31,99.2,86.7,56.5,72.5,94.0,230.7,32.7,77.9,6470,42.8,0.9,95.2,74.2,2.1,6.6,17.71,14.46,18.0,10.0,55.1,62.0,44.0,83.0,73.0,2536077,2020,Upper-Middle Income,4.030581039755352,44.220183486238525
Peru,E5,7.93,131.8,23.1,13.1,36.89,34040.0,0.61,100.0,86.3,59.9,67.1,84.6,189.1,33.2,78.1,6740,42.8,0.7,95.2,77.1,2.1,6.6,19.6,13.09,15.0,11.0,60.0,65.0,50.0,84.0,73.0,2536077,2021,Upper-Middle Income,3.9698795180722892,39.42771084337349
Philippines,E1,2.84,115.4,,,164.0,23803.0,0.3,93.6,67.4,35.6,32.0,,318.2,103.7,46.3,3380,44.4,2.3,92.3,39.7,2.5,6.8,36.76,65.35,,,36.0,,,79.0,81.0,2900000,2017,Lower-Middle Income,1.1128254580520733,63.01832208293152
Philippines,E2,2.88,115.9,-16.7,-9.0,85.67,17903.0,0.19,98.35,82.62,40.4,29.0,94.0,328.1,105.2,46.5,3450,44.4,1.2,93.0,25.9,2.6,6.9,57.53,46.13,-8.0,-7.0,55.5,48.0,56.0,78.0,85.0,2985452,2018,Lower-Middle Income,1.1017110266159695,43.84980988593156
Philippines,E3,3.23,114.1,-1.9,-6.7,71.69,18841.0,0.19,97.68,80.09,38.4,29.0,98.0,346.3,106.7,46.7,3530,44.4,1.2,94.86,55.5,2.5,6.7,63.16,42.01,-1.0,-5.0,60.1,52.0,53.0,75.0,80.0,3399291,2019,Lower-Middle Income,1.0693533270852857,39.37207122774133
Philippines,E4,3.55,126.2,-14.0,1.2,59.81,18841.0,0.28,95.7,95.0,39.4,27.5,98.0,376.3,108.1,46.9,3710,44.4,1.2,94.86,55.5,2.5,6.7,63.16,42.01,-7.0,1.0,60.1,50.0,57.0,84.0,83.0,3919713,2020,Lower-Middle Income,1.1674375578168363,38.86216466234968
Philippines,E5,5.48,154.8,-3.1,-7.8,44.95,18841.0,0.18,99.8,93.4,46.1,25.6,86.0,378.2,109.6,47.2,3850,44.4,1.2,94.86,66.3,2.5,6.6,46.52,61.6,-2.0,-6.0,43.0,65.0,67.0,77.0,83.0,4178822,2021,Lower-Middle Income,1.4124087591240877,56.204379562043805
Poland,E1,19.1,143.4,,,52.0,23200.0,2.34,100.0,100.0,50.7,96.6,,472.3,38.0,60.3,13350,31.2,0.1,100.0,81.0,1.6,7.1,25.86,12.17,,,68.0,,,86.0,86.0,7265546,2017,High Income,3.7736842105263158,32.026315789473685
Poland,E2,19.29,139.5,7.7,5.4,44.04,23701.0,2.09,100.0,100.0,50.3,106.1,88.0,526.6,38.0,60.2,12680,29.7,0.2,100.0,81.0,1.7,6.8,27.85,10.14,6.0,5.0,73.3,78.0,72.0,93.0,88.0,7327918,2018,High Income,3.6710526315789473,26.684210526315795
Poland,E3,20.11,133.0,7.3,2.2,40.1,22886.0,2.35,100.0,100.0,52.3,113.2,92.0,587.4,37.9,60.1,12740,29.7,0.1,100.0,100.0,1.7,6.7,28.84,9.11,6.0,2.0,76.0,82.0,76.0,90.0,88.0,7630957,2019,High Income,3.509234828496042,24.036939313984167
